Sheet 1: Healthy life expectancy in the UK by age and sex: between 2011 to 2013 and 2022 to 2024,,,,,,,,,,,,
[note 1] [note 2] [note 3] [note 4] [note 5] [note 6] [note 7],,,,,,,,,,,,
This worksheet contains one table.,,,,,,,,,,,,
HLE refers to healthy life expectancy; LCI refers to lower bound of the 95% confidence interval; UCI refers to upper bound of the 95% confidence interval; Proportion (%) refers to proportion of life spent in good health.,,,,,,,,,,,,
Source: Office for National Statistics,,,,,,,,,,,,
Return to Contents,,,,,,,,,,,,
Period,Country,Area type,Area code,Area name,Sex,Sex code,Age group,Age code,HLE,LCI,UCI,Proportion (%)
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Male,1,40 to 44,10,29.8,28.6,31.0,71
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Male,1,45 to 49,11,25.7,24.5,26.9,69
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Male,1,50 to 54,12,21.8,20.6,22.9,67
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Male,1,55 to 59,13,18.1,16.9,19.2,64
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Male,1,60 to 64,14,14.6,13.5,15.7,62
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Male,1,65 to 69,15,11.4,10.3,12.5,59
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Male,1,70 to 74,16,8.7,7.6,9.8,56
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Male,1,75 to 79,17,6.2,5.1,7.3,52
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Male,1,80 to 84,18,4.2,3.0,5.4,48
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Male,1,85 to 89,19,2.7,1.9,3.4,43
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Male,1,90+,20,1.6,1.1,2.1,38
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,<1,1,66.6,64.7,68.4,79
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,01 to 04,2,65.8,64.0,67.7,79
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,05 to 09,3,62.1,60.4,63.8,78
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,10 to 14,4,57.4,55.9,59.0,77
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,15 to 19,5,52.8,51.4,54.3,76
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,20 to 24,6,48.4,46.9,49.8,75
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,25 to 29,7,44.0,42.6,45.4,74
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,30 to 34,8,39.7,38.3,41.0,73
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,35 to 39,9,35.4,34.1,36.7,71
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,40 to 44,10,31.2,29.9,32.6,70
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,45 to 49,11,27.2,25.9,28.5,68
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,50 to 54,12,23.3,22.1,24.6,66
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,55 to 59,13,19.6,18.4,20.9,64
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,60 to 64,14,16.2,14.9,17.4,62
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,65 to 69,15,12.9,11.7,14.0,59
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,70 to 74,16,9.8,8.6,11.0,56
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,75 to 79,17,7.1,5.9,8.3,53
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,80 to 84,18,4.8,3.5,6.0,48
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,85 to 89,19,3.1,2.3,3.9,44
2017 to 2019,England,Local Areas,E10000015,Hertfordshire,Female,2,90+,20,1.9,1.4,2.4,40
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,<1,1,63.5,62.0,65.1,80
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,01 to 04,2,62.9,61.3,64.4,79
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,05 to 09,3,59.1,57.7,60.6,79
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,10 to 14,4,54.5,53.2,55.8,78
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,15 to 19,5,49.9,48.7,51.1,77
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,20 to 24,6,45.4,44.2,46.6,75
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,25 to 29,7,41.0,39.9,42.2,74
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,30 to 34,8,36.7,35.6,37.8,72
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,35 to 39,9,32.5,31.4,33.6,71
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,40 to 44,10,28.4,27.4,29.5,69
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,45 to 49,11,24.5,23.5,25.5,67
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,50 to 54,12,20.7,19.7,21.7,65
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,55 to 59,13,17.1,16.2,18.1,63
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,60 to 64,14,13.9,12.9,14.8,60
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,65 to 69,15,10.9,10.0,11.8,58
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,70 to 74,16,8.2,7.3,9.2,55
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,75 to 79,17,5.9,5.0,6.9,51
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,80 to 84,18,4.0,3.0,5.1,47
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,85 to 89,19,2.5,1.9,3.2,43
2017 to 2019,England,Local Areas,E10000016,Kent,Male,1,90+,20,1.6,1.2,2.0,39
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,<1,1,64.4,62.6,66.2,77
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,01 to 04,2,63.7,61.9,65.4,77
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,05 to 09,3,60.0,58.4,61.6,76
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,10 to 14,4,55.4,53.9,56.9,75
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,15 to 19,5,50.9,49.5,52.2,74
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,20 to 24,6,46.5,45.1,47.8,73
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,25 to 29,7,42.2,40.9,43.5,72
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,30 to 34,8,38.0,36.7,39.2,70
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,35 to 39,9,33.8,32.6,35.1,69
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,40 to 44,10,29.8,28.6,31.0,67
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,45 to 49,11,25.9,24.7,27.1,66
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,50 to 54,12,22.1,21.0,23.3,64
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,55 to 59,13,18.6,17.5,19.8,62
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,60 to 64,14,15.3,14.2,16.4,60
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,65 to 69,15,12.2,11.0,13.3,57
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,70 to 74,16,9.3,8.2,10.4,54
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,75 to 79,17,6.6,5.5,7.8,50
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,80 to 84,18,4.5,3.3,5.6,46
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,85 to 89,19,2.8,2.1,3.5,41
2017 to 2019,England,Local Areas,E10000016,Kent,Female,2,90+,20,1.7,1.3,2.2,37
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,<1,1,62.1,60.6,63.6,79
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,01 to 04,2,61.4,59.9,62.9,79
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,05 to 09,3,57.6,56.3,59.0,78
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,10 to 14,4,52.9,51.7,54.2,77
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,15 to 19,5,48.2,47.0,49.4,75
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,20 to 24,6,43.7,42.5,44.9,74
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,25 to 29,7,39.2,38.1,40.4,72
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,30 to 34,8,34.9,33.8,36.0,71
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,35 to 39,9,30.7,29.6,31.8,69
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,40 to 44,10,26.6,25.6,27.7,67
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,45 to 49,11,22.8,21.8,23.8,64
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,50 to 54,12,19.2,18.2,20.2,62
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,55 to 59,13,15.7,14.8,16.7,59
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,60 to 64,14,12.6,11.6,13.5,56
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,65 to 69,15,9.8,8.9,10.7,53
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,70 to 74,16,7.3,6.4,8.3,50
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,75 to 79,17,5.2,4.2,6.1,46
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,80 to 84,18,3.4,2.3,4.5,41
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,85 to 89,19,2.1,1.4,2.8,37
2017 to 2019,England,Local Areas,E10000017,Lancashire,Male,1,90+,20,1.2,0.8,1.6,31
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,<1,1,62.6,60.9,64.4,76
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,01 to 04,2,61.9,60.2,63.7,76
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,05 to 09,3,58.2,56.6,59.8,75
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,10 to 14,4,53.6,52.2,55.0,74
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,15 to 19,5,49.0,47.7,50.3,72
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,20 to 24,6,44.5,43.2,45.8,71
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,25 to 29,7,40.2,38.9,41.4,69
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,30 to 34,8,35.9,34.7,37.1,68
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,35 to 39,9,31.7,30.5,32.9,66
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,40 to 44,10,27.7,26.5,28.9,64
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,45 to 49,11,23.9,22.7,25.0,62
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,50 to 54,12,20.2,19.1,21.3,60
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,55 to 59,13,16.8,15.7,17.9,57
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,60 to 64,14,13.6,12.5,14.6,55
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,65 to 69,15,10.7,9.6,11.7,52
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,70 to 74,16,8.0,7.0,9.0,48
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,75 to 79,17,5.7,4.6,6.7,44
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,80 to 84,18,3.7,2.7,4.8,40
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,85 to 89,19,2.3,1.6,3.0,35
2017 to 2019,England,Local Areas,E10000017,Lancashire,Female,2,90+,20,1.4,1.0,1.7,30
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,<1,1,64.7,62.6,66.7,80
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,01 to 04,2,63.9,61.9,66.0,80
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,05 to 09,3,60.2,58.3,62.1,79
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,10 to 14,4,55.5,53.8,57.3,78
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,15 to 19,5,50.9,49.3,52.5,77
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,20 to 24,6,46.3,44.7,47.9,76
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,25 to 29,7,41.9,40.3,43.5,74
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,30 to 34,8,37.6,36.0,39.1,73
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,35 to 39,9,33.3,31.8,34.8,71
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,40 to 44,10,29.1,27.7,30.6,69
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,45 to 49,11,25.1,23.7,26.5,67
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,50 to 54,12,21.3,19.9,22.7,65
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,55 to 59,13,17.6,16.3,19.0,63
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,60 to 64,14,14.2,12.9,15.6,60
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,65 to 69,15,11.2,9.9,12.5,57
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,70 to 74,16,8.4,7.1,9.7,54
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,75 to 79,17,5.9,4.6,7.3,50
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,80 to 84,18,3.9,2.5,5.3,46
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,85 to 89,19,2.4,1.5,3.3,40
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Male,1,90+,20,1.4,0.9,1.9,36
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,<1,1,64.8,62.4,67.1,77
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,01 to 04,2,64.1,61.8,66.3,77
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,05 to 09,3,60.3,58.2,62.4,76
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,10 to 14,4,55.7,53.8,57.6,75
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,15 to 19,5,51.1,49.3,52.9,73
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,20 to 24,6,46.6,44.8,48.3,72
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,25 to 29,7,42.2,40.5,43.9,71
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,30 to 34,8,37.9,36.3,39.6,69
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,35 to 39,9,33.7,32.1,35.4,68
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,40 to 44,10,29.7,28.1,31.3,66
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,45 to 49,11,25.8,24.2,27.3,64
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,50 to 54,12,22.0,20.5,23.5,62
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,55 to 59,13,18.4,16.9,19.9,60
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,60 to 64,14,15.0,13.6,16.5,57
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,65 to 69,15,11.9,10.5,13.3,54
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,70 to 74,16,9.0,7.6,10.4,51
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,75 to 79,17,6.4,5.0,7.9,47
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,80 to 84,18,4.3,2.9,5.8,43
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,85 to 89,19,2.7,1.8,3.6,38
2017 to 2019,England,Local Areas,E10000018,Leicestershire,Female,2,90+,20,1.7,1.1,2.3,35
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,<1,1,61.6,59.6,63.6,78
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,01 to 04,2,60.9,58.9,62.8,77
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,05 to 09,3,57.2,55.4,59.0,77
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,10 to 14,4,52.6,50.9,54.2,75
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,15 to 19,5,48.0,46.4,49.5,74
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,20 to 24,6,43.5,42.0,45.0,73
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,25 to 29,7,39.2,37.7,40.6,71
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,30 to 34,8,35.0,33.5,36.4,70
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,35 to 39,9,30.8,29.4,32.2,68
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,40 to 44,10,26.9,25.5,28.2,66
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,45 to 49,11,23.1,21.8,24.4,64
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,50 to 54,12,19.5,18.2,20.7,62
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,55 to 59,13,16.1,14.9,17.2,59
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,60 to 64,14,12.9,11.8,14.1,57
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,65 to 69,15,10.1,9.0,11.2,54
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,70 to 74,16,7.6,6.5,8.7,51
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,75 to 79,17,5.4,4.3,6.6,47
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,80 to 84,18,3.6,2.4,4.9,44
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,85 to 89,19,2.3,1.5,3.1,39
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Male,1,90+,20,1.3,0.9,1.8,34
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,<1,1,61.6,59.3,64.0,74
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,01 to 04,2,60.9,58.6,63.1,74
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,05 to 09,3,57.2,55.1,59.2,73
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,10 to 14,4,52.6,50.8,54.4,72
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,15 to 19,5,48.1,46.4,49.8,71
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,20 to 24,6,43.7,42.1,45.3,69
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,25 to 29,7,39.5,37.9,41.0,68
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,30 to 34,8,35.3,33.7,36.8,66
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,35 to 39,9,31.2,29.7,32.7,64
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,40 to 44,10,27.3,25.8,28.8,63
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,45 to 49,11,23.5,22.1,24.9,61
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,50 to 54,12,20.0,18.6,21.3,58
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,55 to 59,13,16.6,15.3,17.9,56
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,60 to 64,14,13.5,12.2,14.8,54
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,65 to 69,15,10.6,9.4,11.9,51
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,70 to 74,16,8.0,6.8,9.3,48
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,75 to 79,17,5.7,4.4,7.0,44
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,80 to 84,18,3.8,2.4,5.1,40
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,85 to 89,19,2.3,1.5,3.1,35
2017 to 2019,England,Local Areas,E10000019,Lincolnshire,Female,2,90+,20,1.4,0.9,1.8,31
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,<1,1,62.7,60.8,64.6,78
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,01 to 04,2,61.9,60.1,63.8,78
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,05 to 09,3,58.2,56.4,59.9,77
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,10 to 14,4,53.5,51.9,55.1,76
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,15 to 19,5,48.8,47.4,50.3,75
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,20 to 24,6,44.3,42.9,45.8,73
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,25 to 29,7,40.0,38.6,41.4,72
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,30 to 34,8,35.7,34.3,37.1,70
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,35 to 39,9,31.5,30.2,32.9,68
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,40 to 44,10,27.5,26.2,28.8,66
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,45 to 49,11,23.7,22.5,24.9,64
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,50 to 54,12,20.0,18.9,21.2,62
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,55 to 59,13,16.6,15.5,17.8,60
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,60 to 64,14,13.4,12.3,14.5,57
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,65 to 69,15,10.5,9.4,11.6,54
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,70 to 74,16,7.9,6.8,9.0,51
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,75 to 79,17,5.6,4.5,6.7,47
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,80 to 84,18,3.7,2.5,4.9,43
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,85 to 89,19,2.3,1.6,3.0,38
2017 to 2019,England,Local Areas,E10000020,Norfolk,Male,1,90+,20,1.4,0.9,1.8,33
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,<1,1,63.5,61.3,65.7,76
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,01 to 04,2,62.8,60.6,64.9,75
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,05 to 09,3,59.0,57.1,61.0,74
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,10 to 14,4,54.5,52.7,56.2,73
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,15 to 19,5,49.9,48.3,51.5,72
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,20 to 24,6,45.5,44.0,47.1,71
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,25 to 29,7,41.3,39.7,42.8,69
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,30 to 34,8,37.1,35.6,38.6,68
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,35 to 39,9,33.0,31.5,34.5,67
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,40 to 44,10,29.0,27.6,30.5,65
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,45 to 49,11,25.2,23.8,26.6,63
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,50 to 54,12,21.6,20.3,23.0,61
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,55 to 59,13,18.2,16.9,19.5,59
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,60 to 64,14,14.9,13.7,16.2,57
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,65 to 69,15,11.9,10.7,13.1,55
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,70 to 74,16,9.1,7.8,10.3,51
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,75 to 79,17,6.5,5.3,7.8,48
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,80 to 84,18,4.4,3.1,5.7,43
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,85 to 89,19,2.7,1.9,3.6,39
2017 to 2019,England,Local Areas,E10000020,Norfolk,Female,2,90+,20,1.7,1.2,2.2,36
2017 to 2019,England,Local Areas,E10000024,Nottinghamshire,Male,1,<1,1,62.0,60.0,63.9,78
2017 to 2019,England,Local Areas,E10000024,Nottinghamshire,Male,1,01 to 04,2,61.3,59.3,63.2,78
2017 to 2019,England,Local Areas,E10000024,Nottinghamshire,Male,1,05 to 09,3,57.6,55.8,59.4,77
2017 to 2019,England,Local Areas,E10000024,Nottinghamshire,Male,1,10 to 14,4,53.0,51.4,54.6,76
2017 to 2019,England,Local Areas,E10000024,Nottinghamshire,Male,1,15 to 19,5,48.4,46.9,49.9,74
2017 to 2019,England,Local Areas,E10000024,Nottinghamshire,Male,1,20 to 24,6,43.9,42.4,45.4,73
2017 to 2019,England,Local Areas,E10000024,Nottinghamshire,Male,1,25 to 29,7,39.6,38.1,41.0,72
2017 to 2019,England,Local Areas,E10000024,Nottinghamshire,Male,1,30 to 34,8,35.3,33.9,36.7,70
2017 to 2019,England,Local Areas,E10000024,Nottinghamshire,Male,1,35 to 39,9,31.1,29.7,32.5,68
2017 to 2019,England,Local Areas,E10000024,Nottinghamshire,Male,1,40 to 44,10,27.1,25.7,28.4,66
